Comment,Annotation,Label
"Pathetic practice. If the brand is so concerned about the environment, why not provide reusable bags and encourage that?",Question,4
"We pay for a paper bag (no sustainable materials), we advertise Khaadi’s logo for free, and the bag doesn’t even serve its purpose! It breaks on the way.",Neutral,2
"Besides, their unstitched articles have tons of plastic.",Neutral,2
"Carrying your own bag is good practice. But PEOPLE, let the customers speak! Express your opinions instead of mocking others. Why step on each other’s feet?",Neutral,2
We have to buy bags too here in Canada even if it’s a rich country so why can’t you in Pakistan 🇵🇰,Neutral,2
Buy a cloth bag from them which is for 200 and bring that whenever you shop and it is reusable too,Neutral,2
"Yes, hate that practice of Khaadi. Very stingy of them!",Positive,0
In Canada u go to any grocery or shopping stores they charge u 4 a bag.,Neutral,2
Better to carry your own bags.,Negative,1
only pakistani brands can do this. if there is logo on bag you can't sell it.,Neutral,2
Everyone is charging. 😛 not only.khaadi,Neutral,2
All big brands doing the same,Neutral,2
"Boots do the same they charge 90rs for one and it’s shit quality too,Abroad they charge everywhere for paper bags.",Neutral,2
No problem in paying 30 Rupees. It must be difficult for the company to keep track of thousands of bags everyday when sales staff can make many excuses for the lost bags.,Neutral,2
It's a standard practice. And it's a good practice.,Positive,0
If they are charging for bag..they have no right to print their logo,Neutral,2
Yeh mulk sirf aik cheez mein number one hai and this is 2 numbri that is all.,Negative,1
Many brands are doing the same unfortunately!,Neutral,2
Almost every brand charged for bags.,Neutral,2
They r trying to cut back on the use of paper (cutting trees etc) pls bring ur own bags,Positive,0
Har brand he charge kr rahaa,Positive,0
these paper bags are uselese and not less than raddi,Neutral,2
they are charging taxes separetly as well,Positive,0
You should carry your own shoping bag while shoping instead taking from them.,Negative,1
Why paying for the bag when there is already a branding on it? You are doing YOUR promotion on OUR money.,Positive,0
Stop buying from brands who charge for bags. It must be okay and happening in the rest of the world but this is incorrect. Why would I buy a bag and roam around and market your brand by paying?! Thank God Generations is not doing it otherwise bht he limited options reh jaty,Positive,0
@Bata is also charging separately for a paper bag 😡 Now we have to pay for their paper bags too,Neutral,2
Totally agreed with the post,Neutral,2
Gul Ahmed ideas also charging for bags,Neutral,2
Lol they run big acs and spend a lot on their ambience and yet charge 30 rs for bags...thats funny,Neutral,2
We should also boycott this kind of stupid brands,Neutral,2
Most of the international brands charge for the bags with their logo on it! And ppl take their own bag along with them or pay for their bag.. it is a practice to save the paper bags …,Neutral,2
Zara charges world over even for paper bags to discourage use of bags and encourage customers to bring own bags…,Neutral,2
Not only khaadi .. others brands too . I bought a dress from beechtree they did the same thing.,Neutral,2
It is the worldwide policy customers should check before visiting for the first time.,Positive,0
Why ??? Come abroad and ull feel ashamed of even getting a bag ppl here carry reuseable bags to cut down on single plastic use. High end brands give bags fr free and paper bags are not even long lastiing eventually will go in the sea . We are the citizens of the world .. if not us who is going to look after this world? Small steps taken individually can play a huge role .,Positive,0
Customer should stop accepting and paying for these bags. Once we will buy a dress though it is 10k or 3k and infront of them put it into your hand carry/bag they will feel it ashemed bcz every one comming out from outlet will.look like did no shopping or having other bags in their hands will definitely effect their rapport.,Neutral,2
Its not the matther of 30rs but if we are paying thousands they can give these bags free which actually cost them 5 to 10rs maximum. Even they are earning 10 to 20rs each bag from us.,Positive,0
Please make yourself aware of concept of sustainability. Carry a bag with you while you are shopping how hard is that. It makes me wonder why posts like this get approved,Neutral,2
I visited turkey that time I didn’t know if to purchase a bag for grocery I and my aunt visited vegetable shop then after buying we went to the counter she asked if we need kosher in turkey it’s called a bag we see each other strangely 😂 but later we were embarrassed as we didn’t have knew so it’s common in western world,Negative,1
These so called highfy brands pretend to be customer oriented. But eventually they can't leave 30 Rupees bag free for their own customers. Hypocrisy,Negative,1
It's not just khaddi every big and small brand is charging for a bag.,Neutral,2
You’re late to the party. They haven’t now started charging. It’s been a while.,Neutral,2
Also just stop expecting free bags. Nothing in life is free…,Neutral,2
Such posts should be banned.,Neutral,2
That’s how it is all over the world,Neutral,2
It's not fair at all!,Neutral,2
Sapphire also doing this pathetic quality paper bag which can't even bear weight of the product..and charging rs 20 for that with their logo print on it,Neutral,2
Keep one cloth bag in your bag.,Neutral,2
The quality is pathetic 2 se zyada suit usme rakho to phat jata he so better to carry your own either way it's not even reusable akhir me phenkna hi perta he.,Positive,0
Now every one is charging on the name of GST Tax and Sales Tax not only Khaadi,Neutral,2
"Hasn't this topic been discussed enough on this forum? 🤔 Khaadi, Hush Puppies etc",Positive,0
"Please take your own reusable cloth bags,like many of us, if you don't want to pay Rs 30 extra.",Neutral,2
"Next time, keep your own shopping bag with you..",Neutral,2
Don't waste your money on these brands,Neutral,2
Take your own cloths bag. Say no to plastic and paper bag to control pollution and to save trees.,Neutral,2
"Generation is giving cloth bag free cost with every purchase , why a big brand like can't do this , khaadi start giving cloth bags show some generosity",Positive,0
#charge for paper bags 😡,Neutral,2
What are the behaviors of all such brands like Sapphire  Khaadi Crossstitch.pk Limelight  and other brands. we pay high amount of bill they infact charged us all huge taxes but no such paper bag provide to us  🛍  Means we go other place to carry all stuff in hand..,Neutral,2
Dear all fellows Kindly take serious action against this 🙄😡 if they are in the line of cost cutting so why we pay for bag? #Boycott,Neutral,2
"If you can afford to buy from such brands, you can also afford a 20rs paper bag. Or you can bring your own reusable bag from home. This is a common practice in majority of the countries outside Pakistan.",Neutral,2
They are trying to eliminate single use plastic waste and frankly Pakistan can benefit from it.,Neutral,2
It’s 2024 and not everything needs to be boycotted.,Neutral,2
"Just pick up random things make around 70,000 ka bill and when they ask u want to buy bag .. ask why i pay for bag.. he will give his explanation.. u say leave it not buying anything and walk away... Har koi yeh keray ga they will think they are losing customers! 😎",Neutral,2
"I have stopped taking their bags and carry my own. Even if they want to charge for the paper bags, but then they should not have their brand logo /name printed on it. Why should we be carrying their bags (for advertisement/marketing), which we have paid for ?",Neutral,2
I mean we pay for paper bags outside of Pakistan as well. In Europe and middle east (some shops are now charging). Yaha to per paper bag €0.25 cents (75 rupees) and €0.95 cents (288 pkr) for khaadi sized bag.,Positive,0
Best way is to carry paper bags when shopping (keep them in your car all time),Positive,0
Nothing comes for free remember,Positive,0
Soon they will charge you for visiting in their stores and breathing in there.,Neutral,2
Why don't you carry a bag with you?,Neutral,2
Thats how it is all around the world. Glad to see pakistan catch up.,Positive,0
"It reduces plastic and paper waste, also encourages people to carry their own reusable bags.",Neutral,2
"If they want to charge for the paper bags, but then they should not have their brand logo printed on it. Why should we carry their bags for advertising or marketing",Question,4
Its simple Take your reusable bag everytime when you go to shopping.,Neutral,2
"Paying for the bag is just okay, but if there is branding on the bag then I am never going to purchase it for their free marketing... if the salesman or cashier forces you to buy the bag then you can complain it against Consumers' court, they will be fined minimum 25K Rs. for sure.",Neutral,2
"There is nothing wrong with paying for paper bags. No one is forcing you to shop from them. If you don't want to pay, simply bring your own bag",Neutral,2
Because they are promoting reusable bags. Take your bag with you. Simple.,Positive,0
Canada banned single use bags 2 years ago. Why cant you just accept the change.,Negative,1
I am glad Pakistan is catching up.,Negative,1
"Before anyone comment here that, brands charge you outside of Pakistan anywhere. Doesn't mean if it's common it's right.",Neutral,2
yeah its such a cheap thing to do honestly hazaaro rupay de do for sub standard clothes aur uper say 20rs bag kay alag say do it should be free like it use to be back in the good ol days,Positive,0
"Everyone should give free paper bags or increase their product prices to incorporate for their expense of the bags. So this way, the customers won't be angry as the bag price will be incorporated in the product price.",Neutral,2
This is to discourage the extravagant use of bags.,Negative,1
Faizan Nafees sir plz beg/Shopper Kay charges khatam karden plz,Negative,1
Aur agar ham 10 k 15k 20k tak ke shopping kar saktay hain tu ye log aik bag kiu nahi day saktay .shopper tu agar 12 kenoo lain tu fruit wala bhi free day dayta hay .,Positive,0
Aur agar shopper buy karna he hay tu in k naam ka permotion kiu karain haam logg.,Positive,0
We should buy plain shopper without any printed brand names on it .,Neutral,2
Paying/charging for paper bags is actually a ploy to encourage re use.,Neutral,2
Simply don't buy their bag and they will stop this practice in our part of the region. Carry your own cloth bag secondly it's customers choice if they pay for things in thousands but it's not interested in buying their Kraft paper bags,Neutral,2
"Only difference is pk mai usually they don't ask customer to buy bags , they add in bill by themselves , unlike other countries every time they ask , fo you want to buy a bag",Neutral,2
"Such A Repetitive ""Concern"" By Now. Considering You Didn't Boycott When Others Were Complaining, More Won't Boycott Now Either",Neutral,2
Stop buying shopping bags from them.,Negative,1
"Big brands in Pakistan looting people as the cost of their products is very, very high. It's a question if their products are expensive than why they charge for bags. Simply they can adjust in their cost secretly and stop this debate.",Neutral,2
"People pay for Paper Bags in the entire world. Some countries implement this a rule. By making customers pay for bags so to reduce waste and be more sustainable in the long run. Sometimes it boils down to the brand itself, some brands provide free bags, others dont.",Neutral,2
"However, if it was any country other than Pakistan, It wouldve been alright. Pakistani clothing brands are doing it just to earn an extra buck, they dont give a flying _ about sustainability or quality. All they stand for is money. So they should definitely provide free bags at least for their subpar disposable products.",Neutral,2
"Meri suggestion hai sab bajis ko, baba Sapphire k astana shareef pe jana chor den. 🌚",Neutral,2
Yeah boycott because that’s the only solution,Positive,0
Saba AlamThis issue is addressed again and again and still not resolved.,Negative,1
It’s very common around the world. Just came back from Europe so my sister always carry a fabric bag with her if going for shopping.,Neutral,2
Why can’t we Pakistanis do that instead of always complaining here. We don’t want to do anything by ourselves. Always wait for others to take a step. So sad 😞,Positive,0
Kuch tu acha kar lein for our country.,Positive,0
"Take your own bags please, the brand hasn't forced you to buy from them.",Negative,1
I live abroad and I pay for my bags even in small grocery shops. It's eco-friendly.,Positive,0
Nothing unusual. Happens in abroad as well. I have seen brands doing this in UK,Neutral,2
I have started carrying cloth bags given by khaadi. It's easily foldable,Neutral,2
"I have started bringing my own bag. Means purchased from metro, imtiaz etc once n using same for grocery shopping and other shopping from mall. It has now become a habit of us to keep the bags in car all the time.",Neutral,2
I always Carry a basket with me for everything.,Positive,0
Pay for the bag but not for there advertisment.,Positive,0
And I don't get it why people don't take there bags along with them.,Neutral,2
No one thinks that u r kanjoos. Every one should take this step to avoid there brand advertisment.,Neutral,2
Seriously entitled attitude of our awam and voice of customer posting it everytime,Positive,0
"i don't buy their bags, its such a shame they own huge outlets and are charging for paper bags",Neutral,2
And we are advertising them by carrying the paid bag. What a marketing strategy,Positive,0
"An other day , an other paper related bags query.. wise decision is "" carry your own bags "" that's the only thing which is gonna workout.",Neutral,2
"It’s insane how people are still coming up with the same tired argument for paper bags - no, you are not ‘freely promoting’ a business by buying their paper bags with their logo on it. People do not see you with a paper bag sporting a brands logo and assume you’re a walking advertisement.",Neutral,2
"The fact of the matter is that plastic bags need to be limited, only used where necessary and they’re not necessary for shopping. Paper bags or cloth bags require more money for production, hence the surcharge of 10-50 Rupees.",Neutral,2
"All that aside, if the argument’s that why should you pay that amount at all - then don’t? There’s always a quick fix to not wanting to pay an amount for something you don’t feel is just or necessary. We’re just so used to arguing with shopkeepers that we believe we can argue our way into anything.",Neutral,2
"If you don’t like the price, walk away. Also, in the grand scheme of things, you need to be able to practice sustainability. That is, get a tote bag or a cloth bag and take it with you when you shop. Take 3-4 they literally take up no space and it’s incredibly efficient.",Neutral,2
Please stop living in this dystopian world where everyone has to bend to your will. Grow up.,Neutral,2
This is normal anywhere in the world grow up,Positive,0
"Masla yehi hai k yaha koi bolta nahi..I often have arguments with these brands, and the salesman is like"" muh latka huwa"" ...I knw he is the bechara ,jo pech Mai phas jata hai..",Neutral,2
"If you can afford to buy from such brands, you can also afford a 20rs paper bag. Or you can bring your own reusable bag from home.",Neutral,2
They are trying to eliminate single use plastic waste and frankly Pakistan can benefit from it.,Neutral,2
It’s 2024 and not everything needs to be boycotted.,Neutral,2
Plastic bags should be discouraged. Reusable paper bags can be carried with us now.,Neutral,2
I agree. Nudure also do same thing.,Positive,0
"simple rule,bring ur own bag from home.i always do this & never face any issue",Positive,0
Yes sapphire khaadi are owned by McDonalds so boycott,Negative,1
"Boycott all the brands .. don't wear clothes ... I mean branded clothes.. go to ashiayana , jama or Tariq road,, Pathan theli me kaprre daal k dega without any extra charge .. ap bhi Khush rahain gi or Hum ko ye 4 4 aane wali posts bhi nai dekhni parain gi",Neutral,2
Technically they don't charge you tax. It goes to government.,Neutral,2
Brands must pay for the bags by themselves they can easily afford 30rs from their gross profits,Positive,0
The reason for them to pay is their branding on the bad,Neutral,2
People spent a lot of money in advertisement and they are getting it only in 30rs per bag 🤝,Neutral,2
Ohh please if you can afford 3k to 10k per dress you can afford a 100rs paper bag this is not something to brag about here and if you don't want to pay just carry your tote bag with yourself don't use this platform for your useless complains,Neutral,2
Pori dunya me hota it’s not in Pakistan only simply don’t buy it,Positive,0
I am so against of this thing why are they selling their brand name bags if you people charging then send give printe gift bags why should we promote your brands 😡😒,Positive,0
I support any kind of initiative which makes people pay for the garbage they create and which leads towards sustainability,Positive,0
Charged me with 40/ per bag.,Neutral,2
If you can't afforrd a paper bag you should not buy these stuff tbh,Neutral,2
"It is the worldwide policy now to ensure the use of fabric bags instead of plastic/paper bags, customers should research before visiting brands for the first time...",Neutral,2
"They are offering you if you don't want their bag carry your own, if they force you tou buy then you can claim them wrong...",Neutral,2
Oh and not only that they don’t even return change.. saying they don’t have it. Al karam Emporium mall cashier refused to give me Rs 15 back but did charge me for the bag and card transaction. Makes you wonder.,Positive,0
50 thousand ki shopping kr atay . 20 rs k bag k peechay shor dala hua. Everything has a price. This rule is not only in pakistan.,Neutral,2
I pay those brands in soiled 1rs coins.,Neutral,2
"Free bag k Mazay srf pk mai hn , outside pakistan even groceries p bhi either purchase bag or take your own",Positive,0
Don't take any bags from these blasters,Neutral,2
Khaadi shame on you for having worker who joke about people’s weight. Today at Dolmen Mall a work woman had the audacity to joke about our weight when we asked for XL size which was clearly mentioned on the tag. the girl said the tag says XL but we do not make it in western clothes. While my friend and I rant to one another about what should we do. She said “should lose weight”.,Neutral,2
Sad part is a person working in a women outlet had the audacity to body shame. We are living in 2022! What the actual fuck?,Negative,1
I am someone who delivered a baby 8 months ago and it’s already hard to cope up with body weight. this just triggered me.,Neutral,2
Being someone who always took a stand for wrong things.. this wasn’t okay at all. A big shame on Khaadi for not training their workers.,Neutral,2
When I complaint about this to the manager she said “I was just joking to your friend”. Why? Did we know each other that gave her the right to joke?,Question,4
A sorry doesn’t help when this kind of attitude is shown. These kind of jokes on body shaming aren’t okay at all!,Positive,0
"This post is to inform anyone who is a bigger size, think again before walking in at Khaadi!",Positive,0
"The behavior was non professional, but she did apologise? If yes then u should be the bigger person & let it go after complaining to the senior staff ... dont make it into one of those incidents where a woman can call anyone uncle , but god forbid if anyone calls a woman ""Aunty""",Neutral,2
"Body shaming is a western term and it only circulates in the burger class of Pak. Sales staff generally comes from lower middle class and less educated background. I am very sure she only said that on a lighter note and didn't mean to offend or insult. You made a complaint to the Manager, I think she would have learned the lesson. Let's move on now.",Neutral,2
"thats not khaadi's fault its individual fault if she/he is body shaming, most of the time i dont get my desire size at outlets so its common because not every person needs XL size",Neutral,2
"Louder for the people at the back... Saying sorry does not validate anything, it doesn't fix your shitty mindset!",Neutral,2
"This is not okay, I’m sorry you had to go through this. Khaadi please do a better job at training your employees.",Positive,0
While I agree she was 100% wrong. I don't think you should Shame the brand,Neutral,2
Just needs to be brought to their notice so they can take necessary action,Positive,0
Name and shame such shallow people who are working to support their family but cannot learn the manners to earn respect. Shame on her.,Positive,0
"Just reflects on that woman's upbringing and Khadi's lack of Code of Conduct, training, personal/professional grooming of their employees. In my entire career, the first orientation given by any new company I've joined, HR would conduct the code of conduct/ethics, personal and professional DOs and DON'Ts etc etc. This leaves a big question mark on Khadi's management and their lack of employee grooming. Especially customer facing, front end staff.",Neutral,2
"You were kind enough to let her off with just a few words and this post. She should be fired on the spot and learn a lesson from what NEVER TO DO. If she's working to support herself or her family, then she should've been all the more cautious of how difficult these current trying times and the job market is.",Negative,1
"God, ITS not hard to learn to be professional no matter where you come from. It goes unstated that you are NOT supposed to comment unnecessarily... I mean okay she doesn't see anything wrong with body shaming because of the society and all sorts of victim blaming people will show up and justify what she said AS A JOKE which IS TERRIBLE BUT professionalism is not that DIFFICULT to understand.",Positive,0
Who is she to joke even? Shame on them. Most of them are always busy in chit chat with male employes there.,Neutral,2
It’s basic decency ! So many brands have this issue .EGO esp Sindhi Muslim has zero professionalism & customer service etiquette ! They need to change the entire staff or do away with the branch,Neutral,2
"Dear what so ever the situation ur in means a new mom ,she dosnt have the right to talk like this,highly unprofessional nd unethical .",Positive,0
"Wow, incredibly ugly behaviour. I’m sorry you had to go through this",Neutral,2
I live in Canada. There is zero tolerance for such a behaviour. The sales person would be fired for just cause on the spot. In Pakistan there are absolutely no sales skills as no one bothers to train the sales person. They are hired mostly based on their looks ( especially girls) so that they can attract customers using their figure and gestures. Shameful but true. There may be a few exceptions.,Neutral,2
"I was recently watching a pakistani home based woman’s facebook live selling show and when asked for a bigger size she said gym jayein! I don’t know why I didn’t give it to her then & there, so unlike me. Point being, pakistani women are so weight obsessed they throw unsolicited advice like confetti!!! It’s disgusting how being in shape matters to them for all the wrong reasons and they think being plus size means humein gym ka concept he nahi pata hoga and all our lives we were waiting for their advice ke ek din ye advice dengi or hum patle hojayenge. I can too easily pick on them, their skin, their dressing sense, their hair, a million other things! But I choose not too cuz every individual is unique and my upbringing doesn’t teach me to judge and comment on others. I don’t understand what gives them the right & authority to comment on anyone else’s?!!",Positive,0
Wow this is SO MESSED UP Khaadi,Positive,0
"These are western chonchlay. In Pakistan, kala, mota, githa, lumba, single pasli are common and people don't feel offended hence the sales girl and her response",Positive,0
"She apologised & If this still triggers you, it means you are not comfortable in your skin. So stop blaming other for your insecurities",Neutral,2
I believe this is khaadi’s fault. They should train their workers about such social aspects.,Positive,0
"It’s okay, go lose some weight. You’ll be healthy",Positive,0
"Never call a Woman 'Aunty' and never talk about her weight. Even if she asks if you think she is fat, change the topic. A 'Yes' will get you murdered, a 'No' will get you accused of being a liar.",Neutral,2
"I just hope we stick to fat shaming and keep fighting over it and don't end up seeing posts where people go into a store and want to use the ladies washroom because they 'identify as a woman' even if they are men, and the store refused!",Neutral,2
I dont know what wrong with people why they are so toxic,Neutral,2
"Khaadi team, need your attention to this please!",Positive,0
Proper response should've been given,Neutral,2
shame them on LinkedIn as well.,Neutral,2
People are inhuman and lack empathy,Neutral,2
Basic decency is what most Pakistanis will never have,Positive,0
"It's an appreciation post for Bonanza Satrangi and at the same time I want to highlight one of the issue with other brands. Today, I went to Lucky one and first bought a dress from Khaadi and on purchasing a dress of 4k they told me that you cannot have a bag for it instead you have to pay RS. 30 for Khaadi paper bag to carry the dress.",Positive,0
Then I went to Bonanza Satrangi and bought another dress worth around 3k and they gave it properly in Bonanza printed paper bag without charging anything for it.,Positive,0
First I want to applaud Bonanza Satrangi  for maintaining their standards whereas here I want to highlight that this is a very wrong custom adopted by these brands that they have started charging their branding bags. If a person buys a 10 rupee coriander even that man gives you a free bag to carry the vegetable. And then comes these big names!! People buy really expensive things from them and they cannot even give a bag. What a shame on Khaadi and other brands like this!!,Positive,0
Keep in mind that when I highlighted this issue at Khaadi counter so they told me we have replaced the plastic bags with paper bag that is why we charge. But the point is that then offer a plain bag and then charge. Why should I or anybody else pay you for your branding!!,Positive,0
I really appreciate Bonanza Satrangi. You didn't only won the customer but you showed who is the true brand.,Positive,0
"Bonanza Satrangi Definitely Included The Cost Of The Bag In The Dress's Price. Nothing Is ""Free"".",Neutral,2
"NoBi every industry decide the price of the product after costing. This is a basic business rule to calculate the cost of each and every thing and then finalize the price of the product. So this does not justify Khaadi or other brands to charge their paper bags. Moreover, if they really want to contribute to environment and bring a change so they can simply give a plain paper bag and charge for it, why to sell their own branding bags.",Neutral,2
someone are charging and someone included in their prices,Neutral,2
"Samia Saeed every industry be it textile be it food or what so ever, all decide the price of the product after costing. This is a basic business rule to calculate the cost of each and every thing and then finalize the price of the product. So this does not justify Khaadi or other brands to charge their paper bags. Moreover, if they really want to contribute to environment and bring a change so they can simply give a plain paper bag and charge for it, why to sell their own branding bags.",Neutral,2
so happy to see your post .experienced the same issue with all brands and registered my complaint for carrying their publicity bags after buying the bag,Neutral,2
Fariha Shehzad you just spoke out my feelings!,Positive,0
A BIG no to Sapphire and all those brands who take price of their shopping bags :,Neutral,2
A worth-reading message posted on Sapphire website:,Positive,0
What an excellent gesture from your outlet at Dolmen Mall Tariq Road Karachi. Totally disappointed and will never ever go for a shopping at any of your brand store.,Negative,1
"Why you people are so curious for money? Are your profits are not so enough to cover the cost of shopping bags? And that shopping bag have your brand printed which you are forcefully selling to your customers, looks very strange that you're promoting your brand at the price stolen from customers.",Neutral,2
"For god sake, you people must understand the meaning of courtesy.",Positive,0
I have returned the bag at your counter and took the suites in hands just to record my disappointment. If your mentality is so cheap to take the cost of bags from customers then you should have some courage to supply such bags without your logo.,Neutral,2
Branded bags should be free.,Neutral,2
"Normal bags should be charged, if they must be.",Neutral,2
"I have been saying this for so long about bata, imtiaz and other outlets. why should we pay for their brand advertisement?",Question,4
Let's carry fabric bags in our purses,Neutral,2
